Time,Blade,Action,Type,Interface,Origin,Source,Source User Name,Destination,Service,Application Risk,Application Name,Application Category,Access Rule Name,Resource,User,Description,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,52.167.17.97,https,Very Low,Windows Update,Software Update,Library section allowed,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.10.0.53,,10.131.40.85,UDP_1-1024,Very Low,LDAP-search,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:30 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.26.74.206,,172.217.167.196,https,Unknown,google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:30 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.4.5.220,,13.107.4.50,http,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,"http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab,http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab,http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab",,,
"Sep 1, 2022 3:32:30 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.39.115,,bom12s21-in-f14.1e100.net (142.251.42.78),https,Unknown,clients2.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.106.194,,162.125.7.20,https,Medium,Dropbox,File Storage and Sharing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:30 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.192.168,,142.250.194.234,https,Low,Google Play,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.74.206,,G-8.8.8.8 (8.8.8.8),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.74.206,,G-8.8.8.8 (8.8.8.8),UDP_1-1024,Unknown,Unknown Traffic,Unknown Traffic,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,180.149.52.217,https,Low,MSN-web,Search Engines / Portals,Library section allowed,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.192.7,,whatsapp-cdn-shv-01-bom1.fbcdn.net (157.240.16.52),TCP_1-1024,Low,WhatsApp Messenger,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:30 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,20.60.89.11,https,Very Low,Windows Azure Storage Service,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:29 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.8.0.56,,17.248.162.101,https,Low,iCloud,Media Sharing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.43.115,,170.72.230.133,https,Low,Cisco Webex Teams,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.5.220,,192.229.237.25,TCP_1-1024,Low,Twitter,Social Networking,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.5.220,,edge-star-mini-shv-02-bom1.facebook.com (31.13.79.35),TCP_1-1024,Low,Facebook,Social Networking,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,1drv.ms (13.107.42.12),https,Low,Microsoft Services,Computers / Internet,Library section allowed,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.33.67,,13.107.42.16,https,Low,Skype,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.76.14,,91.108.56.145,TCP_1-1024,Medium,Telegram,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,20.190.145.140,https,Very Low,Microsoft Account,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.98.59,,52.113.194.132,https,Low,Office Online,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:29 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.71.109,,bom07s25-in-f14.1e100.net (172.217.174.78),http,Low,Google Search,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,"http://clients3.google.com/generate_204,http://clients3.google.com/generate_204,http://clients3.google.com/generate_204",,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,G-8.8.8.8 (8.8.8.8),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,20.198.119.143,https,Medium,Microsoft OneDrive-web,File Storage and Sharing,Library section allowed,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.71.109,,162.159.152.17,TCP_1-1024,Low,Quora,Newsgroups / Forums,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.107.10,,157.240.15.60,TCP_1-1024,Low,WhatsApp Messenger-web/PC,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.19.0.22,,52.86.146.30,https,Very Low,Chartbeat,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.100.223,,31.13.79.53,TCP_1-1024,Low,WhatsApp Messenger,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.33.25,,172.217.174.66,TCP_1-1024,Medium,Google Ads,Web Advertisements,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:28 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,23.32.176.250,https,Very Low,Apple Location Service,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.100,,13.107.4.52,http,Low,Microsoft NCSI,Network Utilities,VNIT allowed sites and applications computers and business added on 290921,"http://www.msftconnecttest.com/connecttest.txt,http://www.msftconnecttest.com/connecttest.txt,http://www.msftconnecttest.com/connecttest.txt",,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,dns.google (8.8.4.4),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:28 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,192.168.17.52,,20.72.205.209,TCP_1-1024,Very Low,SSL v3 Only,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:27 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.13.0.56,,52.219.128.176,https,Low,Amazon S3,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:27 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.19.0.40,,bom07s37-in-f2.1e100.net (142.250.199.162),https,Unknown,google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:27 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.8.0.56,,72.246.78.203,TCP_1-1024,Low,Apple Services,Web Services Provider,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:27 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.17.32,,51.104.164.114,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:27 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.13.89,,31.13.79.53,TCP_1-1024,Low,WhatsApp Messenger,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:27 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.5.220,,142.250.77.66,TCP_1-1024,Medium,Google Ads,Web Advertisements,VNIT Blocked sites and apps,"http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js",,,
"Sep 1, 2022 3:32:27 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.99.37,,142.250.183.206,https,Unknown,suggestqueries.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:27 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.104.146,,142.250.183.36,https,Unknown,google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:27 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.14.6.163,,52.109.56.83,TCP_1-1024,Very Low,SSL v3 Only,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:27 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.19.13.147,,142.250.182.197,https,Medium,Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,114.29.220.99,https,Medium,Cisco WebEx Meetings,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.3.57,,abts-north-dynamic-97.214.201.106.airtelbroadband.in (106.201.214.97),IKE_NAT_TRAVERSAL,Unknown,Unknown Traffic,Unknown Traffic,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.111.60,,instagram-p3-shv-03-sin6.fbcdn.net (157.240.15.63),TCP_1-1024,Low,Instagram,Social Networking,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.19.0.28,,edge-star-shv-01-bom1.facebook.com (157.240.16.16),TCP_1-1024,Low,Facebook,Social Networking,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.10.48,,20.50.80.210,https,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?b67d4024f5537ec4,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?b67d4024f5537ec4,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?b67d4024f5537ec4",,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.3.57,,49.44.59.14,IKE_NAT_TRAVERSAL,Unknown,Unknown Traffic,Unknown Traffic,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:26 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.71.79,,142.250.182.78,https,Unknown,apis.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:26 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.26.71.109,,142.250.192.46,https,Unknown,apis.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.34.4,,8.241.143.254,http,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,"http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==,http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==,http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==,http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==",,,
"Sep 1, 2022 3:32:26 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.34.4,,8.241.143.254,http,Low,Windows 10 Update,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==,http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==,http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==,http://1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/9da3d42b-f861-47f6-88f8-77648d3db9bc?P1=1662052838&P2=404&P3=2&P4=nl1oL9zL/MEBlbU6i25iwpVGQqMup/j9IKQb7PPq4rMo+17OUuuBF0ZP1jjLOUasVAhiuhcLFWgfCjOdB9h4Ow==",,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.42.118,,52.109.8.20,https,Low,Office Online,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.71.192,,edge-star-shv-02-bom1.facebook.com (31.13.79.18),TCP_1-1024,Low,Facebook,Social Networking,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.71.154,,151.101.120.193,TCP_1-1024,Low,imgur,Media Sharing,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.100.87,,142.250.195.4,echo-request,Low,ICMP Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.40.14,,34.120.202.204,https,Low,Vimeo,Media Streams,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.37.54,,a-0001.a-msedge.net (204.79.197.200),TCP_1-1024,Low,Bing Maps,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.37.54,,a-0001.a-msedge.net (204.79.197.200),TCP_1-1024,Low,Bing,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:25 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.3.57,,49.44.59.13,IKE_NAT_TRAVERSAL,Unknown,Unknown Traffic,Unknown Traffic,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:24 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.110.219,,bom12s18-in-f14.1e100.net (142.250.192.142),TCP_1-1024,Medium,Google Accounts,Web Services Provider,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:24 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.10.0.85,,20.212.96.199,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,"http://go.microsoft.com/fwlink/?LinkID=252669&clcid=0x409,http://go.microsoft.com/fwlink/?LinkID=252669&clcid=0x409,http://go.microsoft.com/fwlink/?LinkID=252669&clcid=0x409",,,
"Sep 1, 2022 3:32:24 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.19.0.40,,172.217.218.94,https,Unknown,id.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:24 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.6.1.62,,23.32.176.161,https,Very Low,Adobe Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:24 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.92.0.142,,142.250.183.69,https,Low,Inbox by Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:24 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.4.48,,20.190.146.37,https,Very Low,Microsoft Account,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:24 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.38.94,,bom07s36-in-f10.1e100.net (142.250.199.138),https,Unknown,clients6.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:24 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.242.46,,bom12s21-in-f14.1e100.net (142.251.42.78),https,Unknown,clients.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:24 PM",Application Control,Drop,Session,,gateway.vnit.ac.in,10.15.3.94,,142.251.42.100,quic,Unknown,Unknown Traffic,Unknown Traffic,Library section,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.4.48,,13.107.42.16,https,Low,Skype,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.192.33,,142.250.77.228,echo-request,Low,ICMP Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.1.188,,52.239.175.4,https,Very Low,Windows Azure Storage Service,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,13.107.42.16,https,Low,Skype,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.97.44,,52.113.194.132,https,Low,Microsoft Teams,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:23 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,192.168.17.239,,bom12s13-in-f3.1e100.net (142.250.183.99),http,Unknown,google.cn,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,"http://www.google.cn/generate_204,http://www.google.cn/generate_204",,,
"Sep 1, 2022 3:32:23 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.87.67.27,,172.217.174.238,https,Unknown,clients5.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.2.19,,bom12s03-in-f2.1e100.net (172.217.174.226),TCP_1-1024,Medium,Google Ads,Web Advertisements,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:23 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.87.33.160,,bom07s25-in-f14.1e100.net (172.217.174.78),https,Unknown,clients4.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:23 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.92.0.12,,whatsapp-cdn-shv-01-bom1.fbcdn.net (157.240.16.52),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.4.55,,xx-fbcdn-shv-02-bom1.fbcdn.net (31.13.79.26),https,Low,Facebook,Social Networking,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.14.30,,172.217.166.86,https,Low,YouTube,Media Streams,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:22 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.107,,129.227.255.225,TCP_1-1024,Very Low,HTTP/2 over TLS,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.14.0.6,,bom07s25-in-f14.1e100.net (172.217.174.78),https,Unknown,clients3.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:22 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.72.167,,whatsapp-cdn-shv-01-bom1.fbcdn.net (157.240.16.52),TCP_1-1024,Low,WhatsApp Messenger-web/PC,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.26.64.10,,vip0x008.map2.ssl.hwcdn.net (209.197.3.8),http,Low,Windows 10 Update,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?0343b9f9f23109d1,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?0343b9f9f23109d1,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?0343b9f9f23109d1",,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.241.69,,bom07s24-in-f10.1e100.net (142.250.67.234),https,Low,Google Play,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.79.102,,142.250.183.54,https,Low,YouTube,Media Streams,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:22 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.37.153,,142.250.183.33,https,Medium,Google Ads,Web Advertisements,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:22 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.2.57,,bom07s29-in-f14.1e100.net (142.250.182.238),UDP_1-1024,Low,YouTube,Media Streams,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.6.0.57,,bom07s18-in-f14.1e100.net (172.217.166.46),TCP_1-1024,Medium,Google Accounts,Web Services Provider,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.6.0.57,,172.217.166.37,https,Medium,Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.72.70,,13.67.74.235,https,Low,Skype,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:21 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.110.219,,bom12s21-in-f14.1e100.net (142.251.42.78),https,Medium,Google Ads,Web Advertisements,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.6.0.57,,142.251.42.2,TCP_1-1024,Medium,Google Ads,Web Advertisements,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.8.181,,38.133.127.127,https,Very Low,Outbrain,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.14.30,,bom12s06-in-f10.1e100.net (142.250.67.138),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.160.74,,216.58.196.69,https,Low,Inbox by Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.4.139,,bom12s01-in-f14.1e100.net (172.217.167.174),http,Low,Google Chrome-update,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,"http://tools.google.com/service/update2?cup2hreq=8993b93adb17086a765c61b614d5356317922aa06dbf567675158588d0569442&cup2key=11:3768960113,http://tools.google.com/service/update2?cup2hreq=8993b93adb17086a765c61b614d5356317922aa06dbf567675158588d0569442&cup2key=11:3768960113",,,
"Sep 1, 2022 3:32:21 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.19.0.21,,52.109.124.115,https,Low,Office Online,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
