Time,Creation Time,Interface Direction,Policy Rule UID,Type,Index Time,App Protocol,Policy Date,Action,ID,aggregated_log_count,Interface Name,Application ID,Layer Name,Last Update Sequence Number,Direction of Connection,Sequence Number,Source Zone,Access Rule Name,Browse Time,Marker,Number of Connections,Protocol,Application Risk,Application Category,Policy Management,Last Update Time,Destination,Application Name,Confidence Level,Last Update Time,Rule,Interface,Duration,All Application Categories,Service ID,Matched Category,Destination Country,Severity,Product Family,Blade,Source,update_count,Policy Name,Destination Zone,Database Tag,Log Server Origin,Service,Origin,Destination Port,Log Server IP,stored,layer_uuid_rule_uuid,High Level Log key,logid,sig_id,Application Signature ID,Application Description,Method,Resource,Web Client Type,Received Bytes,Packets,Client Outbound Packets,Traffic Sent Bytes,Server Inbound Packets,Server Inbound Bytes,Sent Bytes,Client Inbound Bytes,Client Inbound Packets,Client Outbound Bytes,Traffic Received Bytes,Server Outbound Packets,Server Outbound Bytes,Total Bytes,Traffic Total Bytes,Client Type OS,Number of URLs,Description,Source Port,certificate_resource,certificate_validation,Number of files,Frequency,UserCheck ID,UserCheck Reference,Log ID,UserCheck Interaction Name,User Check,Confirmation Scope,UserCheck Message to User,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,4a6d8a91-6b95-4070-be89-fc5e432f6fcf,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000001e,1,eth1-01,4022189067,Web Content,23520,Outgoing,23520,Internal,VNIT Blocked sites and apps,0,@A@@B@1662019661@C@2519121,1,TCP (6) (6),Unknown,Media Streams,mgmt,1.66E+12,104.16.236.230,9cache.com,N/A,2022-09-01T10:01:55Z,49.18,eth1-01,5880,"Media Streams,Entertainment,URL Filtering",TCP_1-1024,Media Streams,United States,Informational,Access,URL Filtering,172.25.98.77,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),TCP_1-1024,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_4a6d8a91-6b95-4070-be89-fc5e432f6fcf,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.27E+19,352,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000001d,2,eth1-01,2128235788,Web Content,23519,Outgoing,23519,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2519120,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.150.65,wsjcm-a-1.prod.infra.webex.com,N/A,2022-09-01T10:01:55Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,172.27.4.54,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",7.77E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,4a6d8a91-6b95-4070-be89-fc5e432f6fcf,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000001c,7,eth1-01,1816104239,Web Content,23518,Outgoing,23518,Internal,VNIT Blocked sites and apps,8,@A@@B@1662019661@C@2519119,7,TCP (6) (6),Unknown,General,mgmt,1.66E+12,23.32.177.106,rukminim1.flixcart.com,N/A,2022-09-01T10:02:49Z,49.18,eth1-01,5880,"General,URL Filtering",TCP_1-1024,General,United States,Informational,Access,URL Filtering,10.87.52.198,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),TCP_1-1024,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_4a6d8a91-6b95-4070-be89-fc5e432f6fcf,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.22E+19,352,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000019,5,eth1-01,2771964192,Web Content,23515,Outgoing,23515,Internal,VNIT allowed sites and applications computers and business added on 290921,120,@A@@B@1662019661@C@2519116,5,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,199.232.22.132,outbrainimg.com,N/A,2022-09-01T11:11:52Z,49.17,eth1-01,5880,"Web Advertisements,Business / Economy,URL Filtering",https,Business / Economy,India,Informational,Access,URL Filtering,10.87.52.148,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",4.97E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000017,8,eth1-01,2150143954,Web Content,23514,Outgoing,23514,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2519115,4,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.75.80,wbomm-a-1.prod.infra.webex.com,N/A,2022-09-01T11:32:08Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.4.0.40,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",2.28E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000015,1,eth1-01,2935504139,Web Content,23512,Outgoing,23512,Internal,Library section allowed,0,@A@@B@1662019661@C@2519113,1,TCP (6) (6),Unknown,Web Advertisements,mgmt,1.66E+12,18.176.234.133,r-ad.ne.jp,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Web Advertisements,Business / Economy,URL Filtering",https,Web Advertisements,Japan,Informational,Access,URL Filtering,10.15.3.59,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",7.63E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000013,1,eth1-01,3695517347,Web Content,23510,Outgoing,23510,Internal,Library section allowed,0,@A@@B@1662019661@C@2519111,1,TCP (6) (6),Unknown,General,mgmt,1.66E+12,3.113.231.86,dps.jp.cinarra.com,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"General,URL Filtering",https,General,Japan,Informational,Access,URL Filtering,10.15.3.59,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",5.73E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000012,1,eth1-01,3157001416,Web Content,23509,Outgoing,23509,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2519110,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,23.89.82.249,wlhrm-a-3.prod.infra.webex.com,N/A,2022-09-01T10:01:55Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.4.0.40,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",9.85E+17,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000011,2,eth1-01,39878430,Web Content,23508,Outgoing,23508,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2519109,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.148.248,wsjcm-a-3.prod.infra.webex.com,N/A,2022-09-01T10:01:55Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,172.27.4.54,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.70E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000000f,2,eth1-01,2802095101,Web Content,23506,Outgoing,23506,Internal,Library section allowed,0,@A@@B@1662019661@C@2519107,2,TCP (6) (6),Unknown,Web Advertisements,mgmt,1.66E+12,18.138.158.87,i.w55c.net,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Web Advertisements,URL Filtering",https,Web Advertisements,Singapore,Informational,Access,URL Filtering,10.15.3.59,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.35E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000000e,2,eth1-01,3003700972,Web Content,23505,Outgoing,23505,Internal,Library section allowed,0,@A@@B@1662019661@C@2519106,2,TCP (6) (6),Unknown,Web Advertisements,mgmt,1.66E+12,52.71.90.16,i6.liadm.com,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Web Advertisements,URL Filtering",https,Web Advertisements,United States,Informational,Access,URL Filtering,10.15.3.59,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",5.01E+17,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000000d,5,eth1-01,2145812251,Web Content,23504,Outgoing,23504,Internal,VNIT allowed sites and applications computers and business added on 290921,1,@A@@B@1662019661@C@2519105,5,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,74.125.169.105,c.2mdn.net,N/A,2022-09-01T10:07:36Z,49.17,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,10.87.50.209,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",8.00E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000000c,2,eth1-01,3306084707,Web Content,23503,Outgoing,23503,Internal,Library section allowed,0,@A@@B@1662019661@C@2519104,2,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,185.255.84.153,visitor.omnitagjs.com,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,France,Informational,Access,URL Filtering,10.15.3.59,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.02E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000000b,2,eth1-01,1482171582,Web Content,23502,Outgoing,23502,Internal,Library section allowed,0,@A@@B@1662019661@C@2519103,2,TCP (6) (6),Unknown,Web Advertisements,mgmt,1.66E+12,204.2.255.234,mxptint.net,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Web Advertisements,URL Filtering",https,Web Advertisements,United States,Informational,Access,URL Filtering,10.15.3.59,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.06E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83130000000a,1,eth1-01,3598766228,Web Content,23501,Outgoing,23501,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2519102,1,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,bom07s31-in-f14.1e100.net (142.250.183.142),encrypted-tbn0.gstatic.com,N/A,2022-09-01T10:01:55Z,49.17,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,172.25.71.18,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.42E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000009,1,eth1-01,2424086932,Web Content,23500,Outgoing,23500,Internal,Library section allowed,0,@A@@B@1662019661@C@2519101,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,34.245.154.233,ads.avct.cloud,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Business / Economy,URL Filtering",https,Business / Economy,Ireland,Informational,Access,URL Filtering,10.15.3.59,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.27E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000007,2,eth1-01,3509909738,Web Content,23498,Outgoing,23498,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2519099,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.32.48,wlhrm-a-1.prod.infra.webex.com,N/A,2022-09-01T10:01:55Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.4.0.40,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",9.31E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000004,2,eth1-01,396412463,Web Content,23495,Outgoing,23495,Internal,Library section allowed,0,@A@@B@1662019661@C@2519096,2,TCP (6) (6),Unknown,Web Advertisements,mgmt,1.66E+12,69.173.158.64,token.rubiconproject.com,N/A,2022-09-01T10:02:31Z,49.12,eth1-01,5880,"Web Advertisements,URL Filtering",https,Web Advertisements,United States,Informational,Access,URL Filtering,10.15.3.59,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",7.85E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000003,2,eth1-01,1320105273,Web Content,23494,Outgoing,23494,Internal,Library section allowed,0,@A@@B@1662019661@C@2519095,2,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,107.21.158.90,sync.extend.tv,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Business / Economy,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.15.3.59,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.20E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000002,1,eth1-01,1607999358,Web Content,23493,Outgoing,23493,Internal,Library section allowed,0,@A@@B@1662019661@C@2519094,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,8.105.96.34.bc.googleusercontent.com (34.96.105.8),blismedia.com,N/A,2022-09-01T10:01:55Z,49.12,eth1-01,5880,"Business / Economy,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.15.3.59,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",3.05E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:55 PM",2022-09-01T10:01:55Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-831300000001,37,eth1-01,3323099648,Web Content,23492,Outgoing,23492,Internal,VNIT allowed sites and applications computers and business added on 290921,93,@A@@B@1662019661@C@2519093,21,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,142.251.34.131,csi.gstatic.com,N/A,2022-09-01T11:03:26Z,49.17,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,10.87.50.209,6,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",5.38E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
