"No.","Time","Source","Destination","Protocol","Length","Info"
"5290","405.434664","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5291","405.434910","10.86.11.73","142.250.182.238","QUIC","117","Protected Payload (KP0), DCID=4f18992e177a6442"
"5292","405.435208","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5293","405.435367","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5294","405.435643","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5295","405.436414","142.250.182.238","10.86.11.73","QUIC","71","Protected Payload (KP0)"
"5296","405.436877","10.86.11.73","142.250.182.238","QUIC","685","Protected Payload (KP0), DCID=4f18992e177a6442"
"5297","405.438414","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5298","405.439088","142.250.182.238","10.86.11.73","QUIC","71","Protected Payload (KP0)"
"5299","405.449835","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5300","405.452571","142.250.182.238","10.86.11.73","QUIC","71","Protected Payload (KP0)"
"5301","405.452779","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5302","405.460694","HewlettP_18:db:6a","Broadcast","ARP","60","Who has 10.86.8.21? Tell 10.86.0.1"
"5303","405.482864","10.86.11.73","142.250.182.238","QUIC","678","Protected Payload (KP0), DCID=4f18992e177a6442"
"5304","405.497930","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5305","405.520675","10.86.11.73","142.250.182.238","QUIC","684","Protected Payload (KP0), DCID=4f18992e177a6442"
"5306","405.527260","10.86.11.73","142.250.182.238","QUIC","678","Protected Payload (KP0), DCID=4f18992e177a6442"
"5307","405.535685","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5308","405.542167","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5309","405.542559","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5310","405.548677","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5311","405.565011","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5312","405.745085","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5313","405.770196","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5314","405.786007","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5315","405.786439","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5316","405.969278","e6:14:c6:50:87:8b","Broadcast","ARP","60","Who has 10.86.11.13? Tell 10.86.15.244"
"5317","405.995059","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5318","405.995300","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5319","406.012772","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5320","406.036855","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5321","406.226370","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5322","406.242748","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5323","406.245972","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5324","406.282789","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5325","406.456977","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5326","406.476146","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5327","406.488282","10.86.9.106","10.86.15.255","UDP","82","57621  >  57621 Len=40"
"5328","406.488391","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5329","406.528059","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5330","406.692193","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5331","406.710852","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5332","406.738493","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5333","406.778399","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5334","406.786292","10.86.11.73","142.250.76.170","QUIC","75","Protected Payload (KP0), DCID=7652d2de641e153e"
"5335","406.824464","142.250.76.170","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5336","406.899683","142.250.182.238","10.86.11.73","QUIC","1288","Protected Payload (KP0)"
"5337","406.900226","142.250.182.238","10.86.11.73","QUIC","203","Protected Payload (KP0)"
"5338","406.900226","142.250.182.238","10.86.11.73","QUIC","339","Protected Payload (KP0)"
"5339","406.900430","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5340","406.907918","142.250.182.238","10.86.11.73","QUIC","671","Protected Payload (KP0)"
"5341","406.908344","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5342","406.908371","142.250.182.238","10.86.11.73","QUIC","343","Protected Payload (KP0)"
"5343","406.908371","142.250.182.238","10.86.11.73","QUIC","672","Protected Payload (KP0)"
"5344","406.908637","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5345","406.908672","142.250.182.238","10.86.11.73","QUIC","87","Protected Payload (KP0)"
"5346","406.908672","142.250.182.238","10.86.11.73","QUIC","76","Protected Payload (KP0)"
"5347","406.908866","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5348","406.909526","142.250.182.238","10.86.11.73","QUIC","245","Protected Payload (KP0)"
"5349","406.910709","10.86.11.73","142.250.182.238","QUIC","905","Protected Payload (KP0), DCID=4f18992e177a6442"
"5350","406.916313","10.86.11.73","142.250.182.238","QUIC","894","Protected Payload (KP0), DCID=4f18992e177a6442"
"5351","406.917353","10.86.11.73","142.250.182.238","QUIC","681","Protected Payload (KP0), DCID=4f18992e177a6442"
"5352","406.922711","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5353","406.925526","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5354","406.931374","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5355","406.931657","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5356","406.932418","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5357","406.960930","142.250.182.238","10.86.11.73","QUIC","672","Protected Payload (KP0)"
"5358","406.960930","142.250.182.238","10.86.11.73","QUIC","186","Protected Payload (KP0)"
"5359","406.960930","142.250.182.238","10.86.11.73","QUIC","673","Protected Payload (KP0)"
"5360","406.961246","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5361","406.961394","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5362","406.961488","142.250.182.238","10.86.11.73","QUIC","292","Protected Payload (KP0)"
"5363","406.968823","10.86.11.73","142.250.182.238","QUIC","899","Protected Payload (KP0), DCID=4f18992e177a6442"
"5364","406.970171","10.86.11.73","142.250.182.238","QUIC","686","Protected Payload (KP0), DCID=4f18992e177a6442"
"5365","406.976337","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5366","406.983702","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5367","406.984867","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5368","406.985079","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5369","406.991985","142.250.182.238","10.86.11.73","QUIC","673","Protected Payload (KP0)"
"5370","406.992157","142.250.182.238","10.86.11.73","QUIC","204","Protected Payload (KP0)"
"5371","406.992336","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5372","407.000518","10.86.11.73","142.250.182.238","QUIC","917","Protected Payload (KP0), DCID=4f18992e177a6442"
"5373","407.015816","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5374","407.041425","142.250.182.238","10.86.11.73","QUIC","672","Protected Payload (KP0)"
"5375","407.041622","142.250.182.238","10.86.11.73","QUIC","271","Protected Payload (KP0)"
"5376","407.041748","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5377","407.042969","142.250.182.238","10.86.11.73","QUIC","673","Protected Payload (KP0)"
"5378","407.043214","142.250.182.238","10.86.11.73","QUIC","87","Protected Payload (KP0)"
"5379","407.043214","142.250.182.238","10.86.11.73","QUIC","102","Protected Payload (KP0)"
"5380","407.043239","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5381","407.043346","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5382","407.056662","10.86.11.73","142.250.182.238","QUIC","1285","Protected Payload (KP0), DCID=4f18992e177a6442"
"5383","407.056755","10.86.11.73","142.250.182.238","QUIC","1066","Protected Payload (KP0), DCID=4f18992e177a6442"
"5384","407.057525","10.86.11.73","142.250.182.238","QUIC","669","Protected Payload (KP0), DCID=4f18992e177a6442"
"5385","407.058209","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5386","407.062020","142.250.182.238","10.86.11.73","QUIC","1008","Protected Payload (KP0)"
"5387","407.062254","142.250.182.238","10.86.11.73","QUIC","303","Protected Payload (KP0)"
"5388","407.062278","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5389","407.068687","10.86.11.73","142.250.182.238","QUIC","790","Protected Payload (KP0), DCID=4f18992e177a6442"
"5390","407.072053","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5391","407.072291","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5392","407.072572","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5393","407.072713","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5394","407.083415","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5395","407.109796","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5396","407.124059","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5397","407.140388","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5398","407.219783","142.250.182.238","10.86.11.73","QUIC","1288","Protected Payload (KP0)"
"5399","407.220098","142.250.182.238","10.86.11.73","QUIC","1272","Protected Payload (KP0)"
"5400","407.220125","10.86.11.73","142.250.182.238","QUIC","77","Protected Payload (KP0), DCID=4f18992e177a6442"
"5401","407.231553","142.250.182.238","10.86.11.73","QUIC","123","Protected Payload (KP0)"
"5402","407.231728","142.250.182.238","10.86.11.73","QUIC","97","Protected Payload (KP0)"
"5403","407.231773","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5404","407.233863","142.250.182.238","10.86.11.73","QUIC","229","Protected Payload (KP0)"
"5405","407.234007","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5406","407.238300","10.86.11.73","142.250.182.238","QUIC","1199","Protected Payload (KP0), DCID=4f18992e177a6442"
"5407","407.254755","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5408","407.263427","142.250.182.238","10.86.11.73","QUIC","673","Protected Payload (KP0)"
"5409","407.263427","142.250.182.238","10.86.11.73","QUIC","164","Protected Payload (KP0)"
"5410","407.263748","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5411","407.272170","10.86.11.73","142.250.182.238","QUIC","943","Protected Payload (KP0), DCID=4f18992e177a6442"
"5412","407.287362","142.250.182.238","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5413","407.314678","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5414","407.493023","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5415","407.534537","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5416","407.750225","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5417","407.791245","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5418","407.954670","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5419","407.973015","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5420","408.002195","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5421","408.042410","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5422","408.079784","10.86.11.73","52.74.12.98","TLSv1.2","108","Application Data"
"5423","408.155731","52.74.12.98","10.86.11.73","TLSv1.2","110","Application Data"
"5424","408.191008","10.86.11.73","8.8.4.4","TCP","55","[TCP Keep-Alive] 60272  >  443 [ACK] Seq=1962 Ack=4166 Win=130560 Len=1"
"5425","408.202184","10.86.11.73","52.74.12.98","TCP","54","60154  >  443 [ACK] Seq=2607 Ack=6829 Win=512 Len=0"
"5426","408.205048","8.8.4.4","10.86.11.73","TCP","66","[TCP Keep-Alive ACK] 443  >  60272 [ACK] Seq=4166 Ack=1963 Win=72704 Len=0 SLE=1962 SRE=1963"
"5427","408.252743","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5428","408.293223","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5429","408.429390","HewlettP_18:db:6a","Broadcast","ARP","60","Who has 10.86.8.21? Tell 10.86.0.1"
"5430","408.429390","142.250.182.238","10.86.11.73","QUIC","691","Protected Payload (KP0)"
"5431","408.430049","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5432","408.432016","142.250.182.238","10.86.11.73","QUIC","179","Protected Payload (KP0)"
"5433","408.436741","10.86.11.73","142.250.182.238","QUIC","1285","Protected Payload (KP0), DCID=4f18992e177a6442"
"5434","408.436881","10.86.11.73","142.250.182.238","QUIC","308","Protected Payload (KP0), DCID=4f18992e177a6442"
"5435","408.444667","142.250.182.238","10.86.11.73","QUIC","696","Protected Payload (KP0)"
"5436","408.444903","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5437","408.445283","142.250.182.238","10.86.11.73","QUIC","240","Protected Payload (KP0)"
"5438","408.452104","10.86.11.73","142.250.182.238","QUIC","1285","Protected Payload (KP0), DCID=4f18992e177a6442"
"5439","408.452154","142.250.182.238","10.86.11.73","QUIC","70","Protected Payload (KP0)"
"5440","408.452225","10.86.11.73","142.250.182.238","QUIC","245","Protected Payload (KP0), DCID=4f18992e177a6442"
"5441","408.459258","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5442","408.467424","142.250.182.238","10.86.11.73","QUIC","70","Protected Payload (KP0)"
"5443","408.467671","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5444","408.479729","142.250.182.238","10.86.11.73","QUIC","729","Protected Payload (KP0)"
"5445","408.479916","142.250.182.238","10.86.11.73","QUIC","88","Protected Payload (KP0)"
"5446","408.480180","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5447","408.480196","142.250.182.238","10.86.11.73","QUIC","252","Protected Payload (KP0)"
"5448","408.480298","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5449","408.486817","10.86.11.73","142.250.182.238","QUIC","941","Protected Payload (KP0), DCID=4f18992e177a6442"
"5450","408.491991","142.250.182.238","10.86.11.73","QUIC","673","Protected Payload (KP0)"
"5451","408.492237","142.250.182.238","10.86.11.73","QUIC","157","Protected Payload (KP0)"
"5452","408.492265","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5453","408.493833","142.250.182.238","10.86.11.73","QUIC","1287","Protected Payload (KP0)"
"5454","408.494077","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5455","408.494085","142.250.182.238","10.86.11.73","QUIC","1292","Protected Payload (KP0)"
"5456","408.494085","142.250.182.238","10.86.11.73","QUIC","233","Protected Payload (KP0)"
"5457","408.494190","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5458","408.501824","142.250.182.238","10.86.11.73","QUIC","70","Protected Payload (KP0)"
"5459","408.505854","10.86.11.73","142.250.182.238","QUIC","801","Protected Payload (KP0), DCID=4f18992e177a6442"
"5460","408.507053","142.250.182.238","10.86.11.73","QUIC","129","Protected Payload (KP0)"
"5461","408.507249","142.250.182.238","10.86.11.73","QUIC","311","Protected Payload (KP0)"
"5462","408.507365","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5463","408.511901","10.86.11.73","142.250.182.238","QUIC","587","Protected Payload (KP0), DCID=4f18992e177a6442"
"5464","408.520965","142.250.182.238","10.86.11.73","QUIC","70","Protected Payload (KP0)"
"5465","408.526623","142.250.182.238","10.86.11.73","QUIC","70","Protected Payload (KP0)"
"5466","408.526894","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5467","408.537125","142.250.182.238","10.86.11.73","QUIC","830","Protected Payload (KP0)"
"5468","408.537369","142.250.182.238","10.86.11.73","QUIC","212","Protected Payload (KP0)"
"5469","408.537405","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5470","408.546683","142.250.182.238","10.86.11.73","QUIC","724","Protected Payload (KP0)"
"5471","408.546972","142.250.182.238","10.86.11.73","QUIC","322","Protected Payload (KP0)"
"5472","408.547061","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5473","408.561596","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5474","408.574192","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5475","408.596248","142.250.182.238","10.86.11.73","QUIC","707","Protected Payload (KP0)"
"5476","408.596453","142.250.182.238","10.86.11.73","QUIC","250","Protected Payload (KP0)"
"5477","408.596608","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5478","408.628804","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5479","408.636590","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5480","408.642948","142.250.182.238","10.86.11.73","QUIC","98","Protected Payload (KP0)"
"5481","408.643100","10.86.11.73","142.250.182.238","QUIC","76","Protected Payload (KP0), DCID=4f18992e177a6442"
"5482","408.836488","142.250.182.238","10.86.11.73","QUIC","1287","Protected Payload (KP0)"
"5483","408.837022","10.86.11.73","142.250.182.238","QUIC","80","Protected Payload (KP0), DCID=4f18992e177a6442"
"5484","408.839639","142.250.182.238","10.86.11.73","QUIC","1292","Protected Payload (KP0)"
"5485","408.839639","142.250.182.238","10.86.11.73","QUIC","175","Protected Payload (KP0)"
"5486","408.839854","142.250.182.238","10.86.11.73","QUIC","125","Protected Payload (KP0)"
"5487","408.839854","142.250.182.238","10.86.11.73","QUIC","318","Protected Payload (KP0)"
"5488","408.839949","142.250.182.238","10.86.11.73","QUIC","689","Protected Payload (KP0)"
"5489","408.839949","142.250.182.238","10.86.11.73","QUIC","339","Protected Payload (KP0)"
"5490","408.840052","10.86.11.73","142.250.182.238","QUIC","76","Protected Payload (KP0), DCID=4f18992e177a6442"
"5491","408.840203","142.250.182.238","10.86.11.73","QUIC","1287","Protected Payload (KP0)"
"5492","408.840274","10.86.11.73","142.250.182.238","QUIC","76","Protected Payload (KP0), DCID=4f18992e177a6442"
"5493","408.840696","10.86.11.73","142.250.182.238","QUIC","80","Protected Payload (KP0), DCID=4f18992e177a6442"
"5494","408.840930","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5495","408.854896","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5496","409.061450","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5497","409.082907","10.86.11.73","142.251.42.110","QUIC","813","Protected Payload (KP0), DCID=8b6f3323eca61c84"
"5498","409.097387","142.251.42.110","10.86.11.73","QUIC","69","Protected Payload (KP0)"
"5499","409.102872","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5500","409.127399","10.86.11.73","142.251.42.110","QUIC","75","Protected Payload (KP0), DCID=8b6f3323eca61c84"
"5501","409.213349","142.251.42.110","10.86.11.73","QUIC","717","Protected Payload (KP0)"
"5502","409.213665","10.86.11.73","142.251.42.110","QUIC","77","Protected Payload (KP0), DCID=8b6f3323eca61c84"
"5503","409.215578","142.251.42.110","10.86.11.73","QUIC","264","Protected Payload (KP0)"
"5504","409.246570","10.86.11.73","142.251.42.110","QUIC","75","Protected Payload (KP0), DCID=8b6f3323eca61c84"
"5505","409.252885","142.251.42.110","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5506","409.303787","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5507","409.344174","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5508","409.433022","142.250.182.238","10.86.11.73","QUIC","1287","Protected Payload (KP0)"
"5509","409.433022","142.250.182.238","10.86.11.73","QUIC","1292","Protected Payload (KP0)"
"5510","409.433022","142.250.182.238","10.86.11.73","QUIC","1292","Protected Payload (KP0)"
"5511","409.433210","142.250.182.238","10.86.11.73","QUIC","413","Protected Payload (KP0)"
"5512","409.433210","142.250.182.238","10.86.11.73","QUIC","158","Protected Payload (KP0)"
"5513","409.433368","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5514","409.439813","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5515","409.440381","142.250.182.238","10.86.11.73","QUIC","219","Protected Payload (KP0)"
"5516","409.445567","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5517","409.473135","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5518","409.587782","10.86.11.73","142.250.66.14","UDP","75","61383  >  443 Len=33"
"5519","409.606198","142.250.66.14","10.86.11.73","UDP","68","443  >  61383 Len=26"
"5520","409.687290","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5521","409.726996","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5522","409.861964","1e:d7:2e:dc:22:f0","Broadcast","ARP","60","Who has 10.86.11.13? Tell 10.86.4.156"
"5523","409.936243","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5524","409.939385","142.250.182.238","10.86.11.73","QUIC","712","Protected Payload (KP0)"
"5525","409.939609","142.250.182.238","10.86.11.73","QUIC","279","Protected Payload (KP0)"
"5526","409.939958","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5527","409.944091","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5528","409.950628","142.250.182.238","10.86.11.73","QUIC","682","Protected Payload (KP0)"
"5529","409.950858","142.250.182.238","10.86.11.73","QUIC","273","Protected Payload (KP0)"
"5530","409.950998","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5531","409.954096","142.250.182.238","10.86.11.73","QUIC","67","Protected Payload (KP0)"
"5532","409.955173","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5533","409.961017","142.250.182.238","10.86.11.73","QUIC","713","Protected Payload (KP0)"
"5534","409.961225","142.250.182.238","10.86.11.73","QUIC","115","Protected Payload (KP0)"
"5535","409.961490","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5536","409.965674","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5537","409.969319","142.250.182.238","10.86.11.73","QUIC","68","Protected Payload (KP0)"
"5538","409.979895","142.250.182.238","10.86.11.73","QUIC","68","Protected Payload (KP0)"
"5539","410.169862","142.250.182.238","10.86.11.73","QUIC","1287","Protected Payload (KP0)"
"5540","410.170528","10.86.11.73","142.250.182.238","QUIC","78","Protected Payload (KP0), DCID=4f18992e177a6442"
"5541","410.172676","142.250.182.238","10.86.11.73","QUIC","489","Protected Payload (KP0)"
"5542","410.172676","142.250.182.238","10.86.11.73","QUIC","123","Protected Payload (KP0)"
"5543","410.173003","142.250.182.238","10.86.11.73","QUIC","164","Protected Payload (KP0)"
"5544","410.176909","10.86.11.73","142.250.182.238","QUIC","75","Protected Payload (KP0), DCID=4f18992e177a6442"
"5545","410.190729","142.250.182.238","10.86.11.73","QUIC","68","Protected Payload (KP0)"
"5546","410.679587","CloudNet_37:3d:13","Broadcast","ARP","60","Who has 10.86.11.64? (ARP Probe)"
"5547","410.931399","10.86.11.73","8.8.8.8","DNS","88","Standard query 0x7dae A msedge.api.cdp.microsoft.com"
"5548","410.947272","8.8.8.8","10.86.11.73","DNS","172","Standard query response 0x7dae A msedge.api.cdp.microsoft.com CNAME api.cdp.microsoft.com CNAME glb.api.prod.dcat.dsp.trafficmanager.net A 40.124.168.44"
"5549","411.025168","10.86.11.73","40.124.168.44","TCP","66","60281  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5550","411.300378","40.124.168.44","10.86.11.73","TCP","66","443  >  60281 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 WS=256 SACK_PERM=1"
"5551","411.300853","10.86.11.73","40.124.168.44","TCP","54","60281  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"5552","411.306059","10.86.11.73","40.124.168.44","TLSv1.2","267","Client Hello"
"5553","411.310631","1e:d7:2e:dc:22:f0","Broadcast","ARP","60","Who has 10.86.11.13? Tell 10.86.4.156"
"5554","411.603117","40.124.168.44","10.86.11.73","TCP","1514","443  >  60281 [ACK] Seq=1 Ack=214 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"5555","411.606532","40.124.168.44","10.86.11.73","TCP","1514","443  >  60281 [ACK] Seq=1461 Ack=214 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"5556","411.606532","40.124.168.44","10.86.11.73","TLSv1.2","1005","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5557","411.606940","10.86.11.73","40.124.168.44","TCP","54","60281  >  443 [ACK] Seq=214 Ack=3872 Win=131840 Len=0"
"5558","411.610331","10.86.11.73","40.124.168.44","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5559","411.616012","CloudNet_37:3d:13","Broadcast","ARP","60","Who has 10.86.11.64? (ARP Probe)"
